rank,track,preprocessing,reduction,selection,model,accuracy,precision,recall,f1,roc_auc,fit_time_sec,predict_time_sec,baseline_accuracy,baseline_f1,delta_vs_baseline_accuracy,delta_vs_baseline_f1
27,multiclass,robust,svd,filter_correlation,mlp_ann,0.6352165843456574,0.6373582647518926,0.6352112771947264,0.6355973068290267,,3.857011680326347,0.0012168333390339334,0.6746955111607763,0.6754969632652089,-0.03947892681511889,-0.03989965643618221
28,multiclass,standard,svd,filter_anova,mlp_ann,0.6327840623731632,0.6362624983310138,0.632779708674739,0.6341129528519982,0.36003130707018,3.8603739859972848,0.002808638668890667,0.6746955111607763,0.6754969632652089,-0.041911448787613104,-0.041384010413210714
29,multiclass,robust,svd,filter_anova,mlp_ann,0.6325214462639762,0.6358729800604254,0.6325086266273149,0.6334834216858223,,3.8777393750012075,0.0012055139959556334,0.6746955111607763,0.6754969632652089,-0.04217406489680009,-0.04201354157938664
30,multiclass,standard,none,ga_selection,mlp_ann,0.6317389509681798,0.6363586154737892,0.6317489387631442,0.6331252232566759,0.3730759196451865,3.885792860669122,0.0020648196611242667,0.6746955111607763,0.6754969632652089,-0.04295656019259653,-0.042371740008533054
31,multiclass,quantile,none,embedded_l1,svm,0.630695722197249,0.6438140872657431,0.6306947938403442,0.6246431573750079,,10.63863549999951,1.7335765976652813,0.643129907692411,0.6374762010629311,-0.012434185495161953,-0.012833043687923262
32,multiclass,robust,none,ga_selection,mlp_ann,0.6303464368746224,0.6335645399233683,0.630352111637238,0.631527022491016,,3.9715993053347725,0.0019775413287182334,0.6746955111607763,0.6754969632652089,-0.04434907428615387,-0.04396994077419292
33,multiclass,minmax,svd,filter_anova,mlp_ann,0.6300862704579379,0.6334785507281784,0.6300751291015486,0.6266754160069926,,3.0279016110046846,0.0012055416639971334,0.6746955111607763,0.6754969632652089,-0.04460924070283845,-0.0488215472582163
34,multiclass,robust,svd,wrapper_rfe,mlp_ann,0.6294779301531879,0.6345031009699521,0.6294735062403337,0.6313886741125393,,3.8767617359990254,0.0012267643372372667,0.6746955111607763,0.6754969632652089,-0.04521758100758844,-0.04410828915266962
35,multiclass,robust,pca,filter_anova,mlp_ann,0.6289558507797938,0.6339541431942579,0.6289558518659727,0.6302658117165439,,3.869802361000135,0.0016142919970055,0.6746955111607763,0.6754969632652089,-0.04573966038098254,-0.04523115154866497
36,multiclass,quantile,svd,none,mlp_ann,0.6287826257646046,0.6307572170851176,0.6287757735029497,0.6294085425048157,0.371413667188315,4.022396944341987,0.0012917779919613332,0.6746955111607763,0.6754969632652089,-0.045912885396171665,-0.04608842076039321
37,multiclass,quantile,svd,none,svm,0.6284342477354975,0.6499619298549475,0.6284351337765508,0.6235328949882847,0.3654147104851329,5.933335472334875,1.0651961250017241,0.643129907692411,0.6374762010629311,-0.014695659956913465,-0.013943306074646444
38,multiclass,minmax,svd,wrapper_rfe,mlp_ann,0.6284338621357518,0.6329586160232582,0.62841834007918,0.6254110328987172,,3.0773664446654343,0.0014039863405438332,0.6746955111607763,0.6754969632652089,-0.0462616490250245,-0.05008593036649167
39,multiclass,robust,pca,embedded_l1,mlp_ann,0.6280860511650942,0.6305725690199743,0.6280805371259855,0.6287658697788154,,3.891203764001451,0.0017720696632749667,0.6746955111607763,0.6754969632652089,-0.04660945999568211,-0.04673109348639348
40,multiclass,minmax,svd,filter_correlation,mlp_ann,0.625999026564783,0.6327927409342431,0.6260083310355471,0.6231910047581125,,3.4508324029981545,0.0014675136674971,0.6746955111607763,0.6754969632652089,-0.048696484595993295,-0.052305958507096406
41,multiclass,robust,pca,wrapper_rfe,mlp_ann,0.6246944518955925,0.627450537274859,0.6246933164488592,0.6253623825348027,,3.857307306000924,0.0013229026662884,0.6746955111607763,0.6754969632652089,-0.050001059265183834,-0.05013458073040622
42,multiclass,standard,svd,embedded_l1,mlp_ann,0.6180867466055768,0.6198513669803718,0.6180754649754959,0.6184866026228241,0.3874249934776936,3.8527671250000517,0.0017981810039297,0.6746955111607763,0.6754969632652089,-0.056608764555199476,-0.05701036064238485
43,multiclass,quantile,none,ga_selection,mlp_ann,0.6173910566172478,0.6188696400196685,0.6173969088249746,0.6173033262077636,,3.954042222336284,0.002909250329442567,0.6746955111607763,0.6754969632652089,-0.057304454543528505,-0.05819363705744529
44,multiclass,minmax,svd,embedded_l1,mlp_ann,0.6105212342294807,0.6073997552074959,0.6104998053973582,0.6035761078901621,,2.787014208336283,0.0015798056701896333,0.6746955111607763,0.6754969632652089,-0.06417427693129563,-0.07192085537504678
45,multiclass,quantile,svd,filter_anova,mlp_ann,0.6045218692442149,0.6100256884338544,0.6045197740112994,0.606761599298313,0.3969744392279604,3.891216528000465,0.0020520550024229665,0.6746955111607763,0.6754969632652089,-0.07017364191656139,-0.06873536396689595
46,multiclass,robust,svd,embedded_l1,mlp_ann,0.6041735819444597,0.6059694300915638,0.6041683545467234,0.6047647158628439,,3.8322873750003055,0.0017549306697522,0.6746955111607763,0.6754969632652089,-0.07052192921631661,-0.07073224740236506
47,multiclass,quantile,svd,filter_correlation,mlp_ann,0.6039129618810154,0.6093195167182505,0.603912137190891,0.6054871954731685,0.3951486697965571,3.8866111803314802,0.0014126803337906,0.6746955111607763,0.6754969632652089,-0.07078254927976091,-0.07000976779204038
48,multiclass,quantile,svd,wrapper_rfe,mlp_ann,0.6020876460963719,0.6039939062381795,0.6020821915321185,0.602605309936351,0.4058424621804903,3.867649319329454,0.0013688886683666333,0.6746955111607763,0.6754969632652089,-0.07260786506440442,-0.07289165332885794
49,multiclass,quantile,pca,filter_anova,mlp_ann,0.6007830714271813,0.6049382857545517,0.6007810203986689,0.6023622481183376,,3.9087970003359565,0.0016209999982189666,0.6746955111607763,0.6754969632652089,-0.07391243973359496,-0.07313471514687131
50,multiclass,quantile,svd,filter_correlation,svm,0.6004343304806664,0.6166912101872316,0.6004293739922363,0.5965870180277557,0.3943661971830986,5.536810138665412,1.0054937083332334,0.643129907692411,0.6374762010629311,-0.04269557721174455,-0.040889183035175414
51,multiclass,quantile,pca,filter_correlation,mlp_ann,0.6000867690157267,0.6045659229758872,0.6000777275858038,0.6013224745949199,,3.847820541331506,0.0011695560048489001,0.6746955111607763,0.6754969632652089,-0.07460874214504964,-0.07417448867028897
52,multiclass,quantile,svd,filter_anova,svm,0.595652349257378,0.6092484431925377,0.5956522479158227,0.5923147382607445,0.4063641105894627,5.524010527665571,1.0261601670014595,0.643129907692411,0.6374762010629311,-0.047477558435032985,-0.04516146280218658
53,multiclass,quantile,pca,filter_correlation,svm,0.5941739598322106,0.6085704064819101,0.5941672538787199,0.5919993234772384,,5.548486527661832,1.0334774306684267,0.643129907692411,0.6374762010629311,-0.04895594786020041,-0.04547687758569274
54,multiclass,quantile,svd,filter_chi2,svm,0.5926083794998299,0.6134350794044421,0.5926070286162334,0.5894358982801126,0.403755868544601,5.499033639333599,0.9928607079976549,0.643129907692411,0.6374762010629311,-0.050521528192581044,-0.04804030278281857
55,multiclass,quantile,pca,filter_chi2,svm,0.591477846409996,0.6122851451443482,0.5914776524680495,0.5881049114125089,,5.620434638665756,1.0313960139998624,0.643129907692411,0.6374762010629311,-0.05165206128241495,-0.049371289650422256
56,multiclass,quantile,svd,wrapper_rfe,svm,0.5900009767014737,0.599633660569879,0.5900009418087039,0.5880543679522908,0.4212310902451748,5.493550944336069,1.0451687640015734,0.643129907692411,0.6374762010629311,-0.053128930990937295,-0.0494218331106403
57,multiclass,quantile,pca,filter_anova,svm,0.5887830031987087,0.6015172302897077,0.5887815832144726,0.5854629783077328,,5.556469791665829,1.0273316110008939,0.643129907692411,0.6374762010629311,-0.054346904493702275,-0.052013222755198374
58,multiclass,minmax,pca,ga_selection,mlp_ann,0.5873044096324994,0.5892097086656006,0.5872944332297344,0.5831973534641864,,3.082383111002855,0.0015882919979048336,0.6746955111607763,0.6754969632652089,-0.0873911015282769,-0.09229960980102248
59,multiclass,robust,pca,ga_selection,mlp_ann,0.5865242279351773,0.5879739633027279,0.5865260081040936,0.5865212906771596,,3.7531296666614558,0.0014144719995479998,0.6746955111607763,0.6754969632652089,-0.08817128322559897,-0.08897567258804928
60,multiclass,quantile,none,ga_selection,svm,0.5861739445896795,0.5985192904156813,0.5861694824477495,0.5810568105874675,,5.968997443997068,1.0621367083367659,0.643129907692411,0.6374762010629311,-0.05695596310273143,-0.05641939047546363
61,multiclass,standard,none,wrapper_rfe,mlp_ann,0.5845212640794375,0.5879378158877087,0.5845116721870274,0.5852848672259512,0.4163840333942081,3.7716149169961377,0.0014869026733018667,0.6746955111607763,0.6754969632652089,-0.09017424708133881,-0.09021209603925773
62,multiclass,quantile,pca,embedded_l1,svm,0.5828692867216732,0.5898670061983294,0.5828638473679851,0.5844306879631123,,5.514538930665974,1.0860939999984112,0.643129907692411,0.6374762010629311,-0.06026062097073781,-0.053045513099818864
63,multiclass,standard,none,filter_correlation,mlp_ann,0.5791300352578798,0.5807354052032826,0.5791281574704152,0.5789719505135006,0.4145577876337073,3.769684930666699,0.0015825139998923666,0.6746955111607763,0.6754969632652089,-0.09556547590289655,-0.09652501275170833
64,multiclass,quantile,pca,wrapper_rfe,svm,0.5790428670330047,0.5861711288791002,0.5790379480825115,0.5806027131237147,,5.47208788866313,1.0935494859974522,0.643129907692411,0.6374762010629311,-0.06408704065940629,-0.05687348793921643
65,multiclass,standard,pca,ga_selection,mlp_ann,0.5786099065655524,0.5797725415272117,0.5786044891368607,0.5785028175492956,,3.7675419026685026,0.0018271946610183998,0.6746955111607763,0.6754969632652089,-0.09608560459522386,-0.09699414571591336
66,multiclass,robust,none,filter_correlation,mlp_ann,0.5764347157174948,0.5772509246935115,0.576426868554142,0.5762462722447491,,3.873010722333371,0.0023001530013667666,0.6746955111607763,0.6754969632652089,-0.09826079544328148,-0.0992506910204598
67,multiclass,quantile,svd,embedded_l1,mlp_ann,0.5763490218445885,0.5757915294678569,0.5763452829567801,0.575442104106569,0.4374021909233176,3.8231918746702527,0.0026814029988599334,0.6746955111607763,0.6754969632652089,-0.09834648931618784,-0.10005485915863988
68,multiclass,quantile,none,wrapper_rfe,mlp_ann,0.5751313205298794,0.5778757656683817,0.5751247896532669,0.5759612676434028,,3.8114271943389517,0.0019630969957991334,0.6746955111607763,0.6754969632652089,-0.09956419063089694,-0.09953569562180609
69,multiclass,quantile,pca,wrapper_rfe,mlp_ann,0.5749566892097352,0.5759263852544586,0.5749506117785094,0.5747166241210645,,3.8288688196674534,0.0011761663287567,0.6746955111607763,0.6754969632652089,-0.09973882195104111,-0.10078033914414442
70,multiclass,robust,none,wrapper_rfe,mlp_ann,0.5740869349597114,0.5790950390028334,0.574078928108224,0.575712682487113,,3.862309347333697,0.0018115553345220334,0.6746955111607763,0.6754969632652089,-0.10060857620106489,-0.09978428077809587
71,multiclass,robust,none,filter_anova,mlp_ann,0.5736517516231369,0.5771966978883486,0.5736405899126614,0.5746893023342045,,3.8464802079979563,0.0029314309989179332,0.6746955111607763,0.6754969632652089,-0.10104375953763944,-0.10080766093100446
72,multiclass,standard,none,filter_anova,mlp_ann,0.5726951240186317,0.5742892982523732,0.5726839165171688,0.5728334893343431,0.4242108009392121,3.812877263999932,0.0015147363398379,0.6746955111607763,0.6754969632652089,-0.10200038714214466,-0.10266347393086583
73,multiclass,quantile,svd,embedded_l1,svm,0.5700873129381916,0.5776607011958421,0.5700773758259264,0.5720006808557399,0.4340114762649973,5.418081083330132,1.0554125556712581,0.643129907692411,0.6374762010629311,-0.07304259475421937,-0.06547552020719127
74,multiclass,quantile,pca,embedded_l1,mlp_ann,0.5693040237605657,0.5704213403039047,0.5692997595551033,0.5689061040794291,,3.8295743473330126,0.0012456526649960334,0.6746955111607763,0.6754969632652089,-0.10539148740021065,-0.10659085918577982
75,multiclass,quantile,none,filter_anova,mlp_ann,0.5692167194416625,0.5708139513523305,0.5692176066031002,0.5697514240589467,,3.84088847200231,0.0014920970036958001,0.6746955111607763,0.6754969632652089,-0.10547879171911378,-0.10574553920626217
76,multiclass,quantile,pca,ga_selection,mlp_ann,0.5673931955617197,0.5703264056758276,0.5673887956536096,0.568434028629333,,3.81615118032884,0.0015822223358554334,0.6746955111607763,0.6754969632652089,-0.10730231559905656,-0.1070629346358759
77,multiclass,minmax,pca,wrapper_sfs,mlp_ann,0.5669554037562768,0.5689932196169202,0.5669547693533178,0.5656585633691272,,3.2566645136636603,0.0016730419980982667,0.6746955111607763,0.6754969632652089,-0.10774010740449946,-0.10983839989608168
78,multiclass,quantile,pca,ga_selection,svm,0.5630461254869501,0.5792221274846073,0.5630506885983276,0.5597438230964408,,5.060951833002036,0.958880763995694,0.643129907692411,0.6374762010629311,-0.08008378220546086,-0.07773237796649035
79,multiclass,standard,svd,ga_selection,mlp_ann,0.5606041449795163,0.5624515619011454,0.560600056962406,0.5607215040709704,0.4576050091312288,3.711810263664423,0.0016116530023282001,0.6746955111607763,0.6754969632652089,-0.11409136618126003,-0.11477545919423848
80,multiclass,quantile,none,filter_correlation,mlp_ann,0.560433959397617,0.5634957641529953,0.5604291697445656,0.5610372473550844,,3.8698369723327537,0.0031682913298329996,0.6746955111607763,0.6754969632652089,-0.11426155176315933,-0.1144597159101245
81,multiclass,standard,pca,wrapper_sfs,mlp_ann,0.560172794958061,0.5614710245939395,0.5601782855223577,0.5596085439473889,,3.5087065276699527,0.0013815419952152,0.6746955111607763,0.6754969632652089,-0.11452271620271526,-0.11588841931782001
82,multiclass,robust,svd,ga_selection,mlp_ann,0.55782746389278,0.5621016676987333,0.557840557459976,0.5588523855491049,,3.679295500337806,0.0014486806612694335,0.6746955111607763,0.6754969632652089,-0.11686804726799627,-0.11664457771610404
83,multiclass,robust,pca,none,svm,0.5515648703752017,0.5983691846795928,0.5515640265385807,0.5337076758295045,,7.493448555333695,1.2345140696609935,0.643129907692411,0.6374762010629311,-0.09156503731720922,-0.10376852523342661
84,multiclass,standard,pca,none,svm,0.5504344960617337,0.596805503563087,0.550433515681115,0.5324471750536477,,7.39719241699883,1.1890037223347463,0.643129907692411,0.6374762010629311,-0.0926954116306773,-0.10502902600928343
85,multiclass,minmax,pca,none,svm,0.5496519554012612,0.5956212915304472,0.5496514740440925,0.5315231260500837,,7.324209305331654,1.207894278006279,0.643129907692411,0.6374762010629311,-0.09347795229114975,-0.10595307501284745
86,multiclass,standard,svd,wrapper_rfe,svm,0.5491305791803446,0.5958991090626382,0.5491305290128142,0.5297184791246492,0.4503000260892251,5.888493472331902,1.0343003750022035,0.643129907692411,0.6374762010629311,-0.09399932851206638,-0.10775772193828193
87,multiclass,standard,svd,none,svm,0.5483476302377884,0.593987199890272,0.5483465583700128,0.5304090052960386,0.457865901382729,6.378457291333082,1.1007347916650663,0.643129907692411,0.6374762010629311,-0.09478227745462253,-0.1070671957668925
88,multiclass,robust,none,none,svm,0.5479128551832976,0.5966486250133592,0.5479115108313675,0.5300332102258302,,17.604385249995783,2.151371125005729,0.643129907692411,0.6374762010629311,-0.09521705250911339,-0.10744299083710096
89,multiclass,quantile,pca,filter_chi2,mlp_ann,0.5476528248606408,0.5449424800575047,0.5476603996673033,0.540734205188902,,2.2558948890024717,0.0012923333318515333,0.6746955111607763,0.6754969632652089,-0.1270426863001355,-0.1347627580763069
90,multiclass,standard,none,none,svm,0.5472173239713344,0.5954858932965107,0.547216047512547,0.5293857441412992,0.4526480563527263,17.78967611133218,2.196493305328962,0.643129907692411,0.6374762010629311,-0.09591258372107658,-0.10809045692163188
91,multiclass,robust,pca,wrapper_sfs,mlp_ann,0.5471308588989368,0.5513964155413958,0.5471454685952185,0.5479435460951253,,3.6027255969966063,0.0016615556717927335,0.6746955111607763,0.6754969632652089,-0.12756465226183955,-0.12755341717008362
92,multiclass,robust,svd,none,svm,0.5470433277566538,0.5933365348308487,0.5470431178179994,0.5288674955495657,,6.441775583002406,1.095564430996698,0.643129907692411,0.6374762010629311,-0.0960865799357572,-0.10860870551336543
93,multiclass,robust,svd,wrapper_sfs,mlp_ann,0.545824809877777,0.5518646135871335,0.5458279576481108,0.5475971920014078,,3.7087102916654353,0.002478416664719833,0.6746955111607763,0.6754969632652089,-0.12887070128299927,-0.12789977126380114
94,multiclass,robust,svd,wrapper_rfe,svm,0.545216855172773,0.5944237932749604,0.5452140799266524,0.5256985901353719,,5.886596430340433,1.0311076946624478,0.643129907692411,0.6374762010629311,-0.097913052519638,-0.11177761092755922
95,multiclass,standard,pca,wrapper_rfe,svm,0.5445216868782176,0.5915192591770985,0.5445157798346275,0.5240773405426631,,5.913126389001263,1.0490306110004894,0.643129907692411,0.6374762010629311,-0.0986082208141934,-0.11339886052026804
96,multiclass,standard,svd,wrapper_sfs,mlp_ann,0.5436516377578001,0.5492697240761627,0.5436605494489285,0.5449058215236675,0.458126793634229,3.633539722339871,0.0013409993262029666,0.6746955111607763,0.6754969632652089,-0.13104387340297619,-0.1305911417415414
97,multiclass,standard,none,embedded_l1,svm,0.5435651953677404,0.5926865267854569,0.5435678437006047,0.5252492318602504,0.4573441168797286,11.821457792000729,1.811953152665713,0.643129907692411,0.6374762010629311,-0.09956471232467057,-0.11222696920268072
98,multiclass,standard,pca,embedded_l1,svm,0.5433915167057914,0.5899927046731747,0.5433861767445872,0.5232195771939261,,5.941422485998676,1.034018986329708,0.643129907692411,0.6374762010629311,-0.09973839098661952,-0.11425662386900504
99,multiclass,robust,svd,filter_correlation,svm,0.5431301934898696,0.5899722354536456,0.5431262148481248,0.5245707025325972,,5.832608569665656,1.008917707998383,0.643129907692411,0.6374762010629311,-0.09999971420254139,-0.11290549853033394
100,multiclass,standard,svd,filter_correlation,svm,0.5431299893488277,0.5897147695719677,0.5431278034411194,0.5222076098136713,0.4604748238977302,5.887071569328934,1.031355361332923,0.643129907692411,0.6374762010629311,-0.09999991834358324,-0.11526859124925981
101,multiclass,standard,svd,filter_anova,svm,0.5430430252649944,0.5900306107521096,0.5430415655357019,0.5240220518367961,0.4646490999217323,5.963851944334844,1.0150444443376425,0.643129907692411,0.6374762010629311,-0.10008688242741659,-0.11345414922613506
102,multiclass,robust,pca,filter_correlation,svm,0.5428691424620036,0.5926032977623096,0.5428673876609443,0.5239289584623203,,5.897290763998171,1.025636847334681,0.643129907692411,0.6374762010629311,-0.10026076523040739,-0.11354724260061078
103,multiclass,robust,pca,embedded_l1,svm,0.5426947379652391,0.5909500654423155,0.5426900326001977,0.52141703445322,,5.9872309166724635,1.0414838886645157,0.643129907692411,0.6374762010629311,-0.10043516972717181,-0.11605916660971116
104,multiclass,standard,svd,filter_chi2,svm,0.5423473125943273,0.5881173464740513,0.5423451944494561,0.5228321223194023,0.4669971301852335,5.963763263998165,1.0528039860024971,0.643129907692411,0.6374762010629311,-0.10078259509808363,-0.11464407874352878
105,multiclass,robust,pca,wrapper_rfe,svm,0.5420859893784055,0.5899700508700266,0.5420808071867946,0.5205813893052564,,5.919755403000939,1.042428472006577,0.643129907692411,0.6374762010629311,-0.1010439183140055,-0.11689481175767469
106,multiclass,robust,svd,filter_anova,svm,0.5416516906530123,0.5887008370637913,0.5416484829504257,0.5216747019817888,,5.777867693997298,1.0403098476672312,0.643129907692411,0.6374762010629311,-0.10147821703939863,-0.11580149908114235
107,multiclass,robust,none,embedded_l1,svm,0.5406084618820816,0.5882774446693783,0.54060965660293,0.5217854251016847,,12.006904236332048,1.8274952913391946,0.643129907692411,0.6374762010629311,-0.1025214458103294,-0.11569077596124644
108,multiclass,standard,pca,filter_anova,svm,0.540260718958438,0.588040298266587,0.5402557407779339,0.5198046146238043,,5.906612417005817,1.0236033333349042,0.643129907692411,0.6374762010629311,-0.102869188733973,-0.11767158643912679
109,multiclass,standard,pca,filter_correlation,svm,0.5401733465925208,0.5867502198759372,0.5401658718028147,0.5185908372411926,,5.858361069665989,1.0382271390020226,0.643129907692411,0.6374762010629311,-0.10295656109989015,-0.11888536382173853
110,multiclass,standard,svd,embedded_l1,svm,0.5395654145698546,0.5853927604168184,0.5395618660521081,0.5187898478310926,0.4630837464127315,5.8098137219979735,1.0081620139972074,0.643129907692411,0.6374762010629311,-0.10356449312255633,-0.11868635323183852
111,multiclass,minmax,pca,embedded_l1,svm,0.5394777473335437,0.5854705896675406,0.5394750607920498,0.5200848691316747,,5.896968430664856,1.0454878330007584,0.643129907692411,0.6374762010629311,-0.10365216035886726,-0.11739133193125639
112,multiclass,robust,svd,filter_chi2,svm,0.5394777019688678,0.5875697402267926,0.5394734721990552,0.5189951005752457,,5.877727805331233,1.02642015266368,0.643129907692411,0.6374762010629311,-0.10365220572354317,-0.11848110048768545
113,multiclass,minmax,pca,filter_anova,svm,0.5384348814800207,0.5839209431985535,0.5384316956074269,0.5176716527092272,,5.897284624996246,1.034785111003051,0.643129907692411,0.6374762010629311,-0.10469502621239024,-0.11980454835370391
114,multiclass,standard,pca,filter_chi2,svm,0.5382602274775384,0.5852157100755196,0.5382557021978184,0.517511990231501,,5.932421041667112,1.0233319026689667,0.643129907692411,0.6374762010629311,-0.10486968021487253,-0.11996421083143016
115,multiclass,robust,pca,filter_anova,svm,0.5379124391892189,0.5871223572251685,0.5379076868610878,0.516283925124377,,5.980432749997514,1.036094388992448,0.643129907692411,0.6374762010629311,-0.10521746850319202,-0.12119227593855408
116,multiclass,robust,svd,embedded_l1,svm,0.5379124391892189,0.5852239053141107,0.537907232977375,0.5161168734892547,,5.746756832663475,1.006578319662367,0.643129907692411,0.6374762010629311,-0.10521746850319202,-0.1213593275736764
