track,fold,preprocessing,reduction,selection,model,accuracy,precision,recall,f1,error_rate,roc_auc,fit_time_sec,predict_time_sec,status,skip_reason
multiclass,1,standard,pca,none,mlp_ann,0.671622326551904,0.6727429425863907,0.6716058292285225,0.6717733519931435,0.328377673448096,,4.07525470899418,0.0013542909873649478,ok,
multiclass,1,standard,pca,filter_chi2,knn,0.5232133541992697,0.5881927249770749,0.523164068749766,0.5329540891959084,0.47678664580073027,,0.0024747499846853316,0.06338762500672601,ok,
multiclass,1,standard,pca,filter_chi2,svm,0.5456442357850808,0.5963602063884738,0.5457266281092453,0.5244333248231665,0.4543557642149192,,5.690214500005823,1.0420082079945132,ok,
multiclass,1,standard,pca,filter_chi2,decision_tree,0.5010432968179447,0.5219076072667704,0.5010117067956604,0.48805641511530073,0.4989567031820553,,0.15651045797858387,0.0004049590206705034,ok,
multiclass,1,standard,pca,filter_chi2,logistic_regression,0.2589984350547731,0.252064691383576,0.25901225826437135,0.24043389526716527,0.7410015649452268,,0.6509190000069793,0.0002806249831337482,ok,
multiclass,1,standard,pca,filter_chi2,lda_classifier,0.26395409494001043,0.26168591716291606,0.2639690088200953,0.24685112855707284,0.7360459050599896,,0.012031541002215818,0.0008798750059213489,ok,
multiclass,1,standard,pca,filter_chi2,mlp_ann,0.41653625456442356,0.45024875976434203,0.4166730777741089,0.36199181732720503,0.5834637454355764,,0.8987795000139158,0.0010140420054085553,ok,
multiclass,1,standard,pca,filter_anova,knn,0.5010432968179447,0.5692512715471085,0.5009865162496042,0.5095794730280994,0.4989567031820553,,0.002865207992726937,0.06378854200011119,ok,
multiclass,1,standard,pca,filter_anova,svm,0.5419926969222744,0.5902853287685829,0.5420804667740102,0.5208077507052714,0.45800730307772564,,6.091396834002808,1.0493029579811264,ok,
multiclass,1,standard,pca,filter_anova,decision_tree,0.5,0.5136544840020623,0.4999819581224193,0.4759961772619029,0.5,,0.15532870800234377,0.0005540419952012599,ok,
multiclass,1,standard,pca,filter_anova,logistic_regression,0.2556077203964528,0.2454870107789787,0.2556271935348804,0.23542217880592617,0.7443922796035471,,0.022979750006925315,0.000401041004806757,ok,
multiclass,1,standard,pca,filter_anova,lda_classifier,0.2571726656233698,0.24640434705423794,0.2571917306926379,0.23649605512923083,0.7428273343766302,,0.011617125011980534,0.0008676249999552965,ok,
multiclass,1,standard,pca,filter_anova,mlp_ann,0.6327595200834637,0.6342434569807742,0.6327514544136219,0.6333017660142083,0.3672404799165363,,3.8080849580001086,0.0011541669955477118,ok,
multiclass,1,standard,pca,filter_correlation,knn,0.5070422535211268,0.5774040987434323,0.5069805045598292,0.517007408156456,0.49295774647887325,,0.0027357910003047436,0.06262041698209941,ok,
multiclass,1,standard,pca,filter_correlation,svm,0.5466875326030256,0.595322300711513,0.5467682912299454,0.5289354858733974,0.4533124673969744,,6.019969959015725,1.0785338749992661,ok,
multiclass,1,standard,pca,filter_correlation,decision_tree,0.5114762649973917,0.5144237924216681,0.511456592263779,0.49296186554682286,0.48852373500260826,,0.15528758298023604,0.0004097500059287995,ok,
multiclass,1,standard,pca,filter_correlation,logistic_regression,0.24726134585289514,0.2457526849703156,0.2472557623374103,0.23124414420577458,0.7527386541471048,,0.02233995799906552,0.0004700839926954359,ok,
multiclass,1,standard,pca,filter_correlation,lda_classifier,0.25039123630672927,0.24907621738785232,0.250385857891279,0.2352376377970768,0.7496087636932707,,0.013267874979646876,0.0006725830025970936,ok,
multiclass,1,standard,pca,filter_correlation,mlp_ann,0.6489306207616067,0.6496319441851315,0.6489207212666079,0.6487602219750359,0.3510693792383933,,3.810432459024014,0.001091332989744842,ok,
multiclass,1,standard,pca,wrapper_sfs,knn,0.4932185706833594,0.5301805806806621,0.49316383046081674,0.5016168952910515,0.5067814293166406,,0.014575208013411611,0.06437491698306985,ok,
multiclass,1,standard,pca,wrapper_sfs,svm,0.5031298904538342,0.5656253752858575,0.5032267727846788,0.476960402791588,0.49687010954616584,,5.323148541996488,0.8902997499972116,ok,
multiclass,1,standard,pca,wrapper_sfs,decision_tree,0.48930620761606675,0.48792676084938746,0.48928278430424726,0.47230024671136955,0.5106937923839332,,0.07033395799226128,0.00043879199074581265,ok,
multiclass,1,standard,pca,wrapper_sfs,logistic_regression,0.22509128847157017,0.23758449190536685,0.2250632316747288,0.20805608618583493,0.7749087115284299,,0.05174808300216682,0.0004179170064162463,ok,
multiclass,1,standard,pca,wrapper_sfs,lda_classifier,0.22665623369848723,0.24052736440066166,0.22662844965805534,0.2105551063088428,0.7733437663015128,,0.022444166999775916,0.00021462500444613397,ok,
multiclass,1,standard,pca,wrapper_sfs,mlp_ann,0.5730307772561294,0.5734442955665465,0.5730178614588048,0.5718497786016272,0.4269692227438706,,3.7032182500115596,0.0015287909773178399,ok,
multiclass,1,standard,pca,wrapper_rfe,knn,0.48226395409494,0.558314251181389,0.4822021983857626,0.4924224103365137,0.51773604590506,,0.0023756669834256172,0.06268333300249651,ok,
multiclass,1,standard,pca,wrapper_rfe,svm,0.5451225873761085,0.593882353073531,0.5452109027406633,0.523490420725318,0.4548774126238915,,6.144599916005973,1.051139916991815,ok,
multiclass,1,standard,pca,wrapper_rfe,decision_tree,0.47730829420970267,0.48088076249186607,0.47730399882898,0.45941513296632647,0.5226917057902973,,0.15506616697530262,0.00038808301906101406,ok,
multiclass,1,standard,pca,wrapper_rfe,logistic_regression,0.25169535732916015,0.24557844564174758,0.25171346775099485,0.23317865946925362,0.7483046426708398,,0.022726750001311302,0.0003099579771514982,ok,
multiclass,1,standard,pca,wrapper_rfe,lda_classifier,0.2524778299426187,0.24565515721653353,0.25249777880658086,0.23334737435823802,0.7475221700573813,,0.014468709006905556,0.0004648749891202897,ok,
multiclass,1,standard,pca,wrapper_rfe,mlp_ann,0.6452790818988002,0.6480051157962972,0.6452704749779583,0.6465407766421941,0.35472091810119977,,3.8456366670143325,0.001435499987564981,ok,
multiclass,1,standard,pca,embedded_l1,knn,0.4749608763693271,0.548626857979641,0.4749006845701097,0.4838576789855312,0.5250391236306728,,0.00362679100362584,0.06454908399609849,ok,
multiclass,1,standard,pca,embedded_l1,svm,0.5409494001043297,0.5875609241627975,0.5410371015893872,0.5201473274234842,0.4590505998956703,,6.224673000018811,1.055798290995881,ok,
multiclass,1,standard,pca,embedded_l1,decision_tree,0.47548252477829944,0.47918914401291746,0.4754838116700311,0.45836653728597965,0.5245174752217006,,0.15597312501631677,0.0004183329874649644,ok,
multiclass,1,standard,pca,embedded_l1,logistic_regression,0.2524778299426187,0.24187330377363186,0.25249369385316633,0.23285085742983863,0.7475221700573813,,0.024731375015107915,0.0003187079855706543,ok,
